feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,delta_happiness,delta_support,delta_income
0.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.56546915,0.990583,0.6,0.68577373,0.0,0.73948425,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7863334,0.4030295,0.2,0.3414373,0.0,0.70004433,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.68489295,0.8741581,0.3,0.41341752,0.0,0.62877434,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.029290702,0.72463197,0.2,0.5715899,0.0,0.80244994,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41845006,0.4845669,0.5,0.37896514,0.0,0.69953984,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9816139,0.43269905,0.2,0.7739104,0.0,0.6814808,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.104418606,0.90442395,0.6,0.6302758,0.0,0.89638174,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.66704804,0.6043465,0.3,0.6521205,0.0,0.681377,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8585449,0.40730584,0.3,0.67869025,0.0,0.62692124,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4757332,0.34389162,0.1,0.6231056,0.0,0.6524552,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37783557,0.3957327,0.6,0.7031078,0.0,0.86834824,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.41,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24583463,0.7552899,0.1,0.6208622,0.0,0.8895748,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13373317,0.90804344,0.3,0.30418953,0.0,0.6974985,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8667358,0.6209474,0.4,0.5290701,0.0,0.6393536,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.29,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4414505,0.9291856,0.4,0.6807179,0.0,0.7090482,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13047686,0.81666446,0.4,0.4266962,0.0,0.84027994,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6828868,0.6805298,0.1,0.5487578,0.0,0.7157979,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8014632,0.5934986,0.3,0.67955613,0.0,0.622964,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.41,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.95013905,0.7071605,0.1,0.65480477,0.0,0.7126806,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.63,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.857218,0.6897726,0.2,0.6135982,0.0,0.6801079,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.82990086,0.2439941,0.3,0.55116993,0.0,0.5888666,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.63553965,0.19349284,0.3,0.4303804,0.0,0.6751378,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.57652634,0.5493978,0.1,0.5528471,0.0,0.74289006,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21470715,0.9948747,0.6,0.4914636,0.0,0.5848022,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9321723,0.06974265,0.2,0.48167545,0.0,0.7146931,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10356079,0.98967487,0.4,0.36676466,0.0,0.5748036,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.55063677,0.6514136,0.4,0.5258562,0.0,0.68971807,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.34374586,0.31095153,0.2,0.7073075,0.0,0.75952744,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29937848,0.00889644,0.5,0.7814585,0.0,0.6491214,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10401514,0.043333597,0.1,0.35418773,0.0,0.8461155,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22612067,0.56096387,0.4,0.6903643,0.0,0.8014887,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.427385,0.21332212,0.5,0.49907848,0.0,0.8695697,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3616539,0.0052916543,0.5,0.5475442,0.0,0.72968817,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.69436884,0.19885835,0.2,0.36677578,0.0,0.8948594,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.98882455,0.24164848,0.1,0.71366376,0.0,0.6241921,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.61,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18964638,0.91939694,0.2,0.38156474,0.09890739,0.57603836,0.0,1.0,0.0,0.0,0.0,-0.09890739,0.0
0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.626922,0.18414019,0.3,0.3215007,-0.09889838,0.61841637,0.0,1.0,0.0,0.0,0.0,0.09889838,0.0
0.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.19400005,0.650799,0.3,0.59253436,0.0,0.5894253,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9001859,0.8844981,0.1,1.0,0.242956,0.7182839,0.0,1.0,0.0,0.0,0.0,-0.242956,0.0
0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.76873004,0.05897577,0.4,0.394761,-0.017597064,0.71813786,0.0,1.0,0.0,0.0,0.0,0.017597064,0.0
0.57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24777941,0.3094337,0.1,0.2768457,-0.13432913,0.7031055,0.0,1.0,0.0,0.0,0.0,0.13432913,0.0
0.21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7271485,0.21016516,0.1,0.60257894,0.02809035,0.63959754,0.0,1.0,0.0,0.0,0.0,-0.02809035,0.0
0.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46944514,0.7316481,0.5,0.7572657,0.052644245,0.59796745,0.0,1.0,0.0,0.0,0.0,-0.052644245,0.0
0.59,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4769965,0.19228397,0.5,0.56293607,-0.14101657,0.83409953,0.0,1.0,0.0,0.0,0.0,0.14101657,0.0
0.51,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37959152,0.88497,0.4,0.74691325,0.07926147,0.7264147,0.0,1.0,0.0,0.0,0.0,-0.07926147,0.0
0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.80182505,0.9373113,0.4,1.0,0.26310626,0.7185888,0.0,1.0,0.0,0.0,0.0,-0.26310626,0.0
0.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7638028,0.72829884,0.5,0.8162493,0.120751195,0.72990364,0.0,1.0,0.0,0.0,0.0,-0.120751195,0.0
0.47,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89823586,0.38991404,0.5,0.5638099,0.069522545,0.76019305,0.0,1.0,0.0,0.0,0.0,-0.069522545,0.0
0.24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.949923,0.07565946,0.6,0.5191075,0.0102954535,0.57582986,0.0,1.0,0.0,0.0,0.0,-0.0102954535,0.0
0.42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8507339,0.023804877,0.5,0.6635676,-0.0896208,0.7242563,0.0,1.0,0.0,0.0,0.0,0.0896208,0.0
0.21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.83976126,0.5812396,0.5,0.760427,0.092306055,0.70249856,0.0,1.0,0.0,0.0,0.0,-0.092306055,0.0
0.68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33910707,0.13532564,0.6,0.37418705,-0.19849287,0.697897,0.0,1.0,0.0,0.0,0.0,0.19849287,0.0
0.69,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625583,0.19528748,0.5,0.32741997,-0.05226808,0.7564838,0.0,1.0,0.0,0.0,0.0,0.05226808,0.0
0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.45778295,0.93115234,0.3,0.615594,0.11763215,0.6395889,0.0,1.0,0.0,0.0,0.0,-0.11763215,0.0
0.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8819525,0.64631623,0.2,0.616004,0.19640006,0.85696524,0.0,1.0,0.0,0.0,0.0,-0.19640006,0.0
0.38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23174186,0.793582,0.1,0.5818639,-0.0149278715,0.60250163,0.0,1.0,0.0,0.0,0.0,0.0149278715,0.0
0.33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7292633,0.6428102,0.1,0.51546466,0.10663512,0.6838989,0.0,1.0,0.0,0.0,0.0,-0.10663512,0.0
0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.029717213,0.008880193,0.2,0.28169155,-0.34320378,0.6851353,0.0,1.0,0.0,0.0,0.0,0.34320378,0.0
0.53,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6770987,0.02476832,0.2,0.2347472,-0.12002075,0.75389564,0.0,1.0,0.0,0.0,0.0,0.12002075,0.0
0.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6081101,0.75422084,0.6,0.7940802,0.15650238,0.6198808,0.0,1.0,0.0,0.0,0.0,-0.15650238,0.0
0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.047174558,0.37843934,0.4,0.415754,-0.1799003,0.8687029,0.0,1.0,0.0,0.0,0.0,0.1799003,0.0
0.69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18616247,0.7230606,0.4,0.33662158,0.0,0.62868917,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.37,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29147243,0.7904504,0.3,0.418862,0.016890375,0.638373,0.0,1.0,0.0,0.0,0.0,-0.016890375,0.0
0.51,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4405783,0.054172043,0.4,0.2643211,-0.17829064,0.89082915,0.0,1.0,0.0,0.0,0.0,0.17829064,0.0
0.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19961503,0.46794719,0.6,0.27575636,-0.10527418,0.81335384,0.0,1.0,0.0,0.0,0.0,0.10527418,0.0
0.39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.64571655,0.26143625,0.1,0.5391929,-0.04053922,0.79293907,0.0,1.0,0.0,0.0,0.0,0.04053922,0.0
0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16946276,0.98662937,0.2,0.891505,0.07572055,0.7418629,0.0,1.0,0.0,0.0,0.0,-0.07572055,0.0
0.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10411617,0.16186509,0.5,0.14219695,-0.20554715,0.6150689,0.0,1.0,0.0,0.0,0.0,0.20554715,0.0
0.42,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3061233,0.627532,0.3,0.72818667,-0.024623344,0.6915182,0.0,1.0,0.0,0.0,0.0,0.024623344,0.0
0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.67978567,0.83848673,0.3,0.89770573,0.184181,0.6891571,0.0,1.0,0.0,0.0,0.0,-0.184181,0.0
0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6989654,0.2800264,0.4,0.58626467,0.020448389,0.65328175,0.0,1.0,0.0,0.0,0.0,-0.020448389,0.0
0.37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15268114,0.30999976,0.6,0.48196384,-0.13806915,0.75130165,0.0,1.0,0.0,0.0,0.0,0.13806915,0.0
0.51,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25144112,0.36773413,0.1,0.5766238,-0.09886679,0.59827524,0.0,1.0,0.0,0.0,0.0,0.09886679,0.0
0.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22648366,0.9408345,0.2,0.5245423,0.088096835,0.58439654,0.0,1.0,0.0,0.0,0.0,-0.088096835,0.0
0.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.055368084,0.67468524,0.1,0.6297844,-0.097541444,0.62310874,0.0,1.0,0.0,0.0,0.0,0.097541444,0.0
0.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16995583,0.04653281,0.1,0.023116838,-0.3001852,0.8882589,0.0,1.0,0.0,0.0,0.0,0.3001852,0.0
0.52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5039347,0.09665054,0.6,0.1955844,-0.16750668,0.72852445,0.0,1.0,0.0,0.0,0.0,0.16750668,0.0
0.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.66654646,0.009523031,0.3,0.5682867,-0.062008403,0.7266028,0.0,1.0,0.0,0.0,0.0,0.062008403,0.0
0.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5674745,0.5654155,0.1,0.79961574,0.088074714,0.6986428,0.0,1.0,0.0,0.0,0.0,-0.088074714,0.0
0.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5159046,0.26241228,0.3,0.67419064,-0.04646839,0.6119488,0.0,1.0,0.0,0.0,0.0,0.04646839,0.0
0.23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.93143535,0.9339212,0.4,0.7038397,0.27563843,0.7345416,0.0,1.0,0.0,0.0,0.0,-0.27563843,0.0
0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15123291,0.51046664,0.1,0.30104226,-0.09190759,0.74355304,0.0,1.0,0.0,0.0,0.0,0.09190759,0.0
0.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.48667213,0.6143252,0.2,0.66343373,-0.009830608,0.8886559,0.0,1.0,0.0,0.0,0.0,0.009830608,0.0
0.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.68832886,0.11069048,0.2,0.3876894,-0.097645395,0.5968396,0.0,1.0,0.0,0.0,0.0,0.097645395,0.0
0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6341995,0.5436534,0.3,0.6638727,0.08985526,0.735109,0.0,1.0,0.0,0.0,0.0,-0.08985526,0.0
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.27676496,0.17193948,0.6,0.1791084,-0.2086794,0.6424703,0.0,1.0,0.0,0.0,0.0,0.2086794,0.0
0.34,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10585335,0.15303688,0.3,0.13605833,-0.279282,0.7439621,0.0,1.0,0.0,0.0,0.0,0.279282,0.0
0.23,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9877,0.42312393,0.3,0.6024606,0.15288787,0.76951766,0.0,1.0,0.0,0.0,0.0,-0.15288787,0.0
0.68,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03772386,0.086951986,0.4,0.0,-0.28605983,0.60624045,0.0,1.0,0.0,0.0,0.0,0.28605983,0.0
0.52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.10904821,0.4362212,0.4,0.3857617,-0.13203424,0.7813074,0.0,1.0,0.0,0.0,0.0,0.13203424,0.0
0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21149652,0.56592256,0.1,0.65605575,-0.054833844,0.86809796,0.0,1.0,0.0,0.0,0.0,0.054833844,0.0
0.59,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48676497,0.8124847,0.3,0.68213135,0.10792498,0.6422645,0.0,1.0,0.0,0.0,0.0,-0.10792498,0.0
0.57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.50102663,0.18434082,0.5,0.49583232,-0.13644834,0.8710754,0.0,1.0,0.0,0.0,0.0,0.13644834,0.0
0.37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8819902,0.183987,0.5,0.69713384,0.0,0.7516889,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9801505,0.122856624,0.2,0.44703463,-0.004001843,0.7481798,0.0,1.0,0.0,0.0,0.0,0.004001843,0.0
0.39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5430734,0.73370004,0.5,0.4720155,0.081916004,0.84595996,0.0,1.0,0.0,0.0,0.0,-0.081916004,0.0
0.62,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57338077,0.20918511,0.2,0.6876487,-0.049117997,0.72807187,0.0,1.0,0.0,0.0,0.0,0.049117997,0.0
0.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.88386524,0.6828103,0.3,1.0,0.17140016,0.64378905,0.0,1.0,0.0,0.0,0.0,-0.17140016,0.0
0.22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1163462,0.9103627,0.1,0.8043395,-0.025972655,0.7066988,0.0,1.0,0.0,0.0,0.0,0.025972655,0.0
0.42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5106972,0.3864731,0.6,0.42744198,-0.008709243,0.7616513,0.0,1.0,0.0,0.0,0.0,0.008709243,0.0
0.19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8780699,0.71851325,0.4,0.5983627,0.16553548,0.64287037,0.0,1.0,0.0,0.0,0.0,-0.16553548,0.0
0.51,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8944639,0.242286,0.3,0.77775383,0.06686958,0.6875615,0.0,1.0,0.0,0.0,0.0,-0.06686958,0.0
0.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2850512,0.26962242,0.4,0.4715651,-0.114790104,0.7177209,0.0,1.0,0.0,0.0,0.0,0.114790104,0.0
0.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4685904,0.9599014,0.5,0.9629343,0.18204127,0.63754934,0.0,1.0,0.0,0.0,0.0,-0.18204127,0.0
0.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.62240756,0.40968406,0.4,0.6672911,-0.035404995,0.6529487,0.0,1.0,0.0,0.0,0.0,0.035404995,0.0
0.38,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.056960437,0.6700465,0.6,0.23648764,-0.09200005,0.7061119,0.0,1.0,0.0,0.0,0.0,0.09200005,0.0
0.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.753563,0.96400565,0.4,0.61568964,0.20900838,0.58867127,0.0,1.0,0.0,0.0,0.0,-0.20900838,0.0
0.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1803912,0.87444204,0.2,0.31308112,0.0017855449,0.7269123,0.0,1.0,0.0,0.0,0.0,-0.0017855449,0.0
0.26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15297118,0.21088336,0.1,0.46419206,-0.22812273,0.7540914,0.0,1.0,0.0,0.0,0.0,0.22812273,0.0
0.23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6166152,0.6131555,0.5,0.61631995,0.050709818,0.70034933,0.0,1.0,0.0,0.0,0.0,-0.050709818,0.0
0.21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18343112,0.83368325,0.2,0.3739353,0.051925346,0.7517684,0.0,1.0,0.0,0.0,0.0,-0.051925346,0.0
0.51,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.53214455,0.74984616,0.3,0.56864953,0.063385785,0.8924481,0.0,1.0,0.0,0.0,0.0,-0.063385785,0.0
0.59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63846755,0.22905613,0.4,0.34417993,-0.06287829,0.74325526,0.0,1.0,0.0,0.0,0.0,0.06287829,0.0
0.22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19454464,0.68494755,0.4,0.61790866,-0.0022574035,0.891708,0.0,1.0,0.0,0.0,0.0,0.0022574035,0.0
0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.86333185,0.45701674,0.1,0.46240863,0.09351842,0.58137316,0.0,1.0,0.0,0.0,0.0,-0.09351842,0.0
0.47,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26282084,0.9902351,0.4,0.373393,0.0605384,0.79003483,0.0,1.0,0.0,0.0,0.0,-0.0605384,0.0
0.38,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3605812,0.014780948,0.5,0.38562465,-0.20094186,0.58023435,0.0,1.0,0.0,0.0,0.0,0.20094186,0.0
0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.78935516,0.79606724,0.1,0.9527938,0.19500154,0.6278336,0.0,1.0,0.0,0.0,0.0,-0.19500154,0.0
0.24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3434561,0.50635445,0.3,0.27851257,-0.07270434,0.7287748,0.0,1.0,0.0,0.0,0.0,0.07270434,0.0
0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36746407,0.9636034,0.3,0.41627648,0.058514167,0.8920292,0.0,1.0,0.0,0.0,0.0,-0.058514167,0.0
0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8032278,0.2995238,0.6,0.47738314,0.04911089,0.7577983,0.0,1.0,0.0,0.0,0.0,-0.04911089,0.0
0.34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21899879,0.31464767,0.5,0.621015,-0.12139599,0.7349278,0.0,1.0,0.0,0.0,0.0,0.12139599,0.0
0.19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7532273,0.83014137,0.1,0.81593853,0.1509564,0.6394331,0.0,1.0,0.0,0.0,0.0,-0.1509564,0.0
0.55,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1583948,0.6930073,0.2,0.42804545,-0.09332034,0.8028023,0.0,1.0,0.0,0.0,0.0,0.09332034,0.0
0.33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.47839695,0.6825215,0.5,0.6267922,0.084347636,0.8303661,0.0,1.0,0.0,0.0,0.0,-0.084347636,0.0
0.67,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44742337,0.90902215,0.6,0.8038401,0.14401114,0.68357503,0.0,1.0,0.0,0.0,0.0,-0.14401114,0.0
0.38,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5462405,0.20431201,0.5,0.36267745,-0.04626431,0.690517,0.0,1.0,0.0,0.0,0.0,0.04626431,0.0
0.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.114647426,0.94243014,0.6,0.6405314,0.026016712,0.888389,0.0,1.0,0.0,0.0,0.0,-0.026016712,0.0
0.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33036548,0.97878575,0.4,0.5942592,0.14576739,0.6372685,0.0,1.0,0.0,0.0,0.0,-0.14576739,0.0
